Board,Qualification,Subject,Syllabus_Code,Paper_Code,Year,Season,Component_or_Unit,Variant,Paper_or_Unit_Code,Difficulty,Grade_A_Threshold,Grade_B_Threshold,Grade_C_Threshold,QP_URL,MS_URL,Examiner_Report_URL,PotatoPapers_Catalogue_URL
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 32,2021,Winter,3,2,32,,,,33,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_32.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_32.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 33,2021,Winter,3,3,33,,,,33,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_33.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_33.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 41,2021,Winter,4,1,41,,40,29,19,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_41.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_41.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 42,2021,Winter,4,2,42,,43,32,21,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_42.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_42.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 43,2021,Winter,4,3,43,,41,31,20,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_43.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_43.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 51,2021,Winter,5,1,51,,22,18,15,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_51.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_51.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 52,2021,Winter,5,2,52,,22,18,15,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_52.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_52.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 61,2021,Winter,6,1,61,,22,18,15,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_61.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_61.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 62,2021,Winter,6,2,62,,23,19,16,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_62.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_62.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2021 Paper 63,2021,Winter,6,3,63,,24,20,17,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_qp_63.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_ms_63.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2021/0653_w21_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. F/M 2020 Paper 12,2020,Spring,1,2,12,,,,21,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. F/M 2020 Paper 22,2020,Spring,2,2,22,,28,24,20,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. F/M 2020 Paper 32,2020,Spring,3,2,32,,,,38,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_qp_32.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_ms_32.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. F/M 2020 Paper 42,2020,Spring,4,2,42,,49,38,26,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_qp_42.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_ms_42.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. F/M 2020 Paper 52,2020,Spring,5,2,52,,29,25,21,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_qp_52.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_ms_52.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. F/M 2020 Paper 62,2020,Spring,6,2,62,,29,25,21,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_qp_62.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_ms_62.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_m20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 11,2020,Winter,1,1,11,,,,21,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 12,2020,Winter,1,2,12,,,,22,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 13,2020,Winter,1,3,13,,,,21,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 21,2020,Winter,2,1,21,,24,21,19,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_21.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_21.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 22,2020,Winter,2,2,22,,27,24,20,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 23,2020,Winter,2,3,23,,25,22,19,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_23.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_23.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 31,2020,Winter,3,1,31,,,,32,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_31.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_31.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 32,2020,Winter,3,2,32,,,,31,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_32.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_32.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 33,2020,Winter,3,3,33,,,,32,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_33.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_33.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 41,2020,Winter,4,1,41,,40,30,19,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_41.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_41.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 42,2020,Winter,4,2,42,,40,30,20,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_42.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_42.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 43,2020,Winter,4,3,43,,37,29,20,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_43.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_43.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 51,2020,Winter,5,1,51,,25,21,17,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_51.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_51.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 52,2020,Winter,5,2,52,,25,21,17,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_52.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_52.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 61,2020,Winter,6,1,61,,25,21,17,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_61.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_61.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 62,2020,Winter,6,2,62,,25,21,17,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_62.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_62.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Comb. Science,0653,Comb. Sci. O/N 2020 Paper 63,2020,Winter,6,3,63,,25,21,17,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_qp_63.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_ms_63.pdf,https://bestexamhelp.com/exam/cambridge-igcse/science-combined-0653/2020/0653_w20_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS F/M 2024 Paper 12,2024,Spring,1,2,12,,45,34,23,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_m24_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_m24_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_m24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS F/M 2024 Paper 22,2024,Spring,2,2,22,,52,42,33,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_m24_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_m24_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_m24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2024 Paper 11,2024,Summer,1,1,11,,42,31,19,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_qp_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_ms_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2024 Paper 12,2024,Summer,1,2,12,,48,36,23,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2024 Paper 13,2024,Summer,1,3,13,,44,34,24,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_qp_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_ms_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2024 Paper 21,2024,Summer,2,1,21,,42,30,19,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_qp_21.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_ms_21.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2024 Paper 22,2024,Summer,2,2,22,,47,34,22,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2024 Paper 23,2024,Summer,2,3,23,,44,33,23,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_qp_23.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_ms_23.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2024 Paper 50,2024,Summer,5,0,50,,71,59,48,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_qp_50.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_ms_50.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_s24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS O/N 2024 Paper 11,2024,Winter,1,1,11,,44,34,25,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_qp_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_ms_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS O/N 2024 Paper 12,2024,Winter,1,2,12,,44,34,25,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS O/N 2024 Paper 13,2024,Winter,1,3,13,,44,34,23,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_qp_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_ms_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS O/N 2024 Paper 21,2024,Winter,2,1,21,,44,35,26,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_qp_21.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_ms_21.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS O/N 2024 Paper 22,2024,Winter,2,2,22,,44,35,26,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS O/N 2024 Paper 23,2024,Winter,2,3,23,,44,33,23,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_qp_23.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_ms_23.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2024/0478_w24_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS F/M 2023 Paper 12,2023,Spring,1,2,12,,44,36,28,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_m23_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_m23_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_m23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS F/M 2023 Paper 22,2023,Spring,2,2,22,,49,41,34,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_m23_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_m23_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_m23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2023 Paper 11,2023,Summer,1,1,11,,39,31,22,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_qp_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_ms_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2023 Paper 12,2023,Summer,1,2,12,,42,31,20,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2023 Paper 13,2023,Summer,1,3,13,,42,31,20,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_qp_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_ms_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2023 Paper 21,2023,Summer,2,1,21,,43,31,20,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_qp_21.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_ms_21.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2023 Paper 22,2023,Summer,2,2,22,,44,32,20,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_qp_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_ms_22.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2023 Paper 23,2023,Summer,2,3,23,,44,32,20,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_qp_23.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_ms_23.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS M/J 2023 Paper 50,2023,Summer,5,0,50,,71,59,48,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_qp_50.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_ms_50.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_s23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS O/N 2023 Paper 11,2023,Winter,1,1,11,,39,29,19,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_w23_qp_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_w23_ms_11.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_w23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS O/N 2023 Paper 12,2023,Winter,1,2,12,,41,31,21,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_w23_qp_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_w23_ms_12.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_w23_er.pdf,https://potatopapers.me/#/igcsepapers
CAIE,Cambridge IGCSE,Computer Sci,0478,CS O/N 2023 Paper 13,2023,Winter,1,3,13,,41,31,21,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_w23_qp_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_w23_ms_13.pdf,https://bestexamhelp.com/exam/cambridge-igcse/computer-science-0478/2023/0478_w23_er.pdf,https://potatopapers.me/#/igcsepapers
